 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 12 6 13 7 12 24998.5255
 1 12 5 13 8 12 30249.19943194704
 2 12 5 12 8 13 35296.821376837404
 3 12 4 12 8 14 40827.62988927515
 4 11 6 11 8 14 46336.03434968268
 5 12 5 11 8 14 51874.29249949089
 6 12 4 11 8 15 56981.541332279274
 7 11 4 11 8 16 62713.16049841768
 8 11 5 10 8 16 67822.49459816227
 9 11 4 11 8 16 73324.20724990715
 10 10 5 12 8 15 78891.92588102413
 11 10 5 12 8 15 84453.28445713209
 12 10 5 12 8 15 90323.35969765225
 13 10 5 11 8 16 95024.228780924
 14 10 6 10 8 16 100389.83101384313
 15 10 5 11 8 16 105872.41322880723
 16 10 5 11 8 16 111453.54629537072
 17 10 5 11 8 16 116416.76019077907
 18 10 5 10 9 16 122243.28562306112
 19 10 5 10 9 16 127386.83555855448
 20 10 6 9 9 16 132626.02304554777
 21 10 6 9 9 16 137655.90953290614
 22 10 6 9 9 16 143454.72776830845
 23 10 5 10 9 16 148778.2107355995
 24 10 5 10 9 16 154251.73823716224
 25 10 5 10 10 15 159573.12026134593
 26 10 7 9 9 15 165145.7984333759
 27 10 6 9 10 15 171020.45484306387
 28 10 6 9 10 15 176819.95999479835
 29 11 4 10 10 15 182414.36571865925
 30 10 5 10 10 15 188310.40693969507
 31 10 5 10 10 15 194256.09387098253
 32 10 5 10 10 15 199930.68778267992
 33 10 4 11 10 15 205234.4647732112
 34 10 5 10 10 15 210852.44596359244
 35 9 5 10 11 15 215878.3737897659
 36 10 5 10 10 15 221319.21389381657
 37 10 6 9 10 15 226779.79306830757
 38 10 5 10 10 15 233219.07909501958
 39 10 5 11 10 14 239333.9637175366
 40 9 6 9 10 16 246002.45283767927
 41 9 7 8 11 15 252623.07549452558
 42 10 4 10 11 15 258235.19922272288
 43 10 4 10 11 15 264045.858678724
 44 10 4 10 11 15 269347.6299833137
 45 10 5 9 11 15 274505.13525508094
 46 10 3 10 12 15 279845.28195970604
 47 10 4 9 12 15 286000.7420880671
 48 10 3 10 12 15 291699.86422333994
 49 10 4 10 12 14 297181.34874520334
 50 10 4 10 12 14 302523.2284834361
 51 10 3 10 12 15 308414.5670883248
 52 9 4 10 12 15 313954.2099393295
 53 9 4 10 12 15 319830.82547074236
 54 10 3 10 12 15 325112.7825536721
 55 10 3 10 12 15 331196.0640800596
 56 9 4 10 12 15 336514.89438525966
 57 9 4 10 12 15 342503.7279685732
 58 9 4 10 12 15 347832.7469948525
 59 10 5 9 12 14 353587.8732667799
 60 10 5 8 12 15 359556.33322466543
 61 9 4 10 12 15 365123.7716689163
 62 9 4 10 12 15 370758.62583290547
 63 9 4 10 11 16 376567.1965460618
 64 10 4 9 12 15 382928.4200080277
 65 9 4 10 12 15 388310.33301328233
 66 9 4 10 12 15 393776.93583499634
 67 9 4 10 12 15 399816.3638475591
 68 9 4 10 12 15 406006.7569775821
 69 10 3 10 12 15 411551.5661101069
 70 10 3 10 12 15 417269.92043779
 71 10 4 9 12 15 422958.45405678026
 72 11 3 9 12 15 428319.60184466804
 73 10 3 10 12 15 433501.717836899
 74 11 3 9 12 15 439097.61801769515
 75 10 3 10 12 15 445056.89014976873
 76 10 3 10 12 15 450381.68468963524
 77 10 3 10 12 15 456408.62362733384
 78 9 4 10 12 15 462057.3973435605
 79 10 4 10 12 14 467733.3190702403
 80 9 4 10 12 15 473668.4747077482
 81 9 4 10 11 16 479864.7957982295
 82 9 4 10 12 15 485108.0766274396
 83 9 5 9 12 15 490922.09947725537
 84 9 4 10 12 15 496492.683465037
 85 9 4 10 12 15 501798.62058715033
 86 9 4 10 12 15 506757.8098616844
 87 9 4 10 12 15 512215.3074688086
 88 9 4 10 12 15 517825.25168816326
 89 10 4 9 12 15 523464.5664377214
 90 10 4 9 12 15 529400.844977986
 91 9 4 10 12 15 534599.4551871977
 92 9 4 10 12 15 540674.7005722661
 93 9 4 10 12 15 546628.0774292923
 94 9 5 9 12 15 552424.5205291806
 95 10 3 10 12 15 557286.6563435951
 96 11 3 10 12 14 562501.8208404337
 97 10 5 9 12 14 568167.7475293074
 98 10 4 10 11 15 574225.0814394822
 99 10 3 10 12 15 579375.3748596152
 100 10 3 10 12 15 584776.2541072987
 101 9 4 10 12 15 589850.9080308742
 102 9 4 10 12 15 595485.5805730355
 103 9 4 10 12 15 600750.4248458846
 104 9 4 10 12 15 606437.9443411696
 105 9 4 10 12 15 612312.2187278392
 106 10 3 10 12 15 618490.5704458682
 107 9 4 10 12 15 624364.4725344597
 108 10 3 10 12 15 629494.1026833106
 109 10 3 10 12 15 635258.6917838173
 110 10 3 10 12 15 641047.9658652979
 111 9 4 10 12 15 647003.3213958183
 112 9 4 10 12 15 652632.0404241566
 113 9 5 9 12 15 657979.5024078895
 114 10 3 10 12 15 663559.5742091924
 115 10 3 10 11 16 669114.4879656911
 116 10 3 10 12 15 674144.132739622
 117 10 3 10 12 15 679609.6821959645
 118 10 3 10 12 15 685468.2142210071
 119 10 3 10 12 15 690647.2676847327
 120 10 3 10 12 15 696500.2026909104
 121 10 3 10 12 15 702061.3877193821
 122 10 3 10 12 15 708060.648632034
 123 9 4 10 12 15 714156.4975062162
 124 9 4 10 12 15 720162.481421242
 125 9 4 10 12 15 725056.517142819
 126 9 4 10 12 15 731065.2156154102
 127 9 4 10 12 15 736864.7068061961
 128 9 4 10 12 15 742019.2863808534
 129 10 3 10 12 15 747452.9783262336
 130 10 3 10 12 15 753013.1391894831
 131 10 3 10 12 15 758355.172527035
 132 10 3 10 12 15 764099.5808308772
 133 10 3 10 12 15 769653.1899948393
 134 10 3 10 12 15 775329.577666117
 135 10 3 10 12 15 780641.9986534641
 136 10 3 10 12 15 786444.8226732127
 137 10 3 10 11 16 791979.8694865346
 138 9 4 10 12 15 797513.1220131129
 139 10 3 10 12 15 803240.8311022328
 140 10 4 9 12 15 808957.7059664108
 141 10 3 10 12 15 815216.3482080583
 142 9 4 10 12 15 821002.1950190406
 143 9 4 10 12 15 826682.4249733011
 144 9 4 10 12 15 833707.0895615756
 145 9 5 9 12 15 840901.2430463211
 146 10 3 10 12 15 847542.4857871786
 147 10 3 10 12 15 854769.3735516921
 148 11 4 8 12 15 860911.9718744142
 149 10 3 10 12 15 867759.646272647
 150 10 4 9 12 15 873992.2128796498
 151 10 4 11 12 13 880186.5371291739
 152 10 4 10 12 14 886657.8317610126
 153 9 5 11 12 13 892566.7437014728
 154 10 3 11 12 14 899131.4844872777
 155 10 3 11 11 15 905351.859891841
 156 10 3 11 12 14 912066.985952942
 157 10 3 11 12 14 919359.3358021751
 158 9 4 10 12 15 926287.5183143726
 159 10 3 10 12 15 933025.6697215602
 160 10 3 10 12 15 940372.1275058794
 161 9 4 10 12 15 947459.6310910902
 162 9 4 10 12 15 954038.7569327486
 163 9 4 10 12 15 961372.1025000601
 164 11 3 9 12 15 968751.5478001789
 165 10 4 8 13 15 975538.140535773
 166 9 5 8 13 15 981770.0276452282
 167 9 5 9 12 15 987938.8100124766
 168 9 5 9 12 15 994310.8550299159
 169 9 5 9 12 15 1000899.3927608118
 170 10 5 8 12 15 1007058.9318630005
 171 9 4 10 12 15 1013794.6926697557
 172 9 4 10 12 15 1020079.127291527
 173 9 4 10 12 15 1026714.9059771161
 174 9 4 11 12 14 1033474.7116144634
 175 10 3 10 12 15 1039953.2185645358
 176 9 4 10 12 15 1046669.5859996619
 177 9 4 10 12 15 1053638.0881783313
 178 9 4 10 11 16 1060875.7365545302
 179 9 4 10 12 15 1067334.7185219843
 180 9 4 10 12 15 1074397.3061799146
 181 9 4 10 12 15 1080810.7289791103
 182 10 4 9 12 15 1087942.6777477867
 183 10 4 9 12 15 1094749.5090342802
 184 10 4 9 12 15 1101826.3124510448
 185 10 3 10 12 15 1108174.4190514006
 186 10 3 9 12 16 1115471.900613943
 187 10 3 9 12 16 1121755.3899831637
 188 9 5 8 12 16 1128778.4948731358
 189 10 3 10 12 15 1135796.695741775
 190 9 4 10 12 15 1142672.790096775
 191 9 5 8 12 16 1149665.8951126405
 192 9 5 9 12 15 1157201.71052278
 193 9 5 9 12 15 1163989.307446649
 194 10 3 10 12 15 1171088.0611571104
 195 10 3 10 12 15 1177010.3300106518
 196 10 3 10 12 15 1183289.8948294113
 197 10 4 9 12 15 1190082.842447524
 198 10 3 10 12 15 1196674.3865751298
 199 9 5 9 12 15 1203796.419116747
 200 10 4 9 11 16 1210594.575655865
 201 9 5 9 12 15 1217427.873247041
 202 10 4 9 12 15 1223865.3925900809
 203 9 4 10 12 15 1230052.3221262244
 204 10 3 10 12 15 1237185.6574480408
 205 10 3 10 12 15 1243809.2781140404
 206 10 3 10 12 15 1250358.8457451407
 207 10 3 10 12 15 1257644.0521140585
 208 10 3 10 12 15 1264001.1015088432
 209 10 3 10 12 15 1271155.9617023948
 210 10 3 10 12 15 1277048.3239626025
 211 10 3 9 12 16 1284344.809345862
 212 9 4 9 12 16 1291532.4778540113
 213 9 4 9 12 16 1298098.285893538
 214 9 4 10 12 15 1304890.1555695462
 215 10 3 10 12 15 1311776.4012553194
 216 10 3 10 12 15 1317817.3641672237
 217 10 3 10 12 15 1324729.7639742235
 218 10 3 10 12 15 1332171.536990538
 219 9 4 10 12 15 1338849.3481398
 220 9 4 10 12 15 1345958.8319704148
 221 9 4 10 12 15 1353030.9926946075
 222 9 4 9 11 17 1360533.1774826553
 223 9 4 9 12 16 1366906.8331882367
 224 9 4 10 12 15 1373593.0428676885
 225 10 4 9 12 15 1380407.113848364
 226 10 4 9 12 15 1387457.1583916831
 227 10 3 10 12 15 1393581.4093835533
 228 10 4 9 12 15 1400029.5080946751
 229 10 4 9 12 15 1406670.6107459057
 230 10 3 10 12 15 1412951.0466534062
 231 9 5 9 12 15 1419318.291796747
 232 10 3 10 12 15 1425925.5194043475
 233 9 5 10 12 14 1432079.7069782082
 234 9 5 9 12 15 1438642.510579355
 235 9 5 9 12 15 1445149.505554295
 236 9 5 9 12 15 1451754.7134653074
 237 9 4 10 12 15 1458571.8970782899
 238 9 4 10 12 15 1465461.778584145
 239 10 5 9 11 15 1472886.673628593
 240 10 4 10 12 14 1479700.0163330352
 241 9 4 10 12 15 1486643.1059723003
 242 9 4 10 12 15 1492638.4245482173
 243 10 3 10 12 15 1498836.9361445315
 244 9 4 10 12 15 1505782.6876945442
 245 10 3 10 12 15 1512646.2768329454
 246 10 3 10 12 15 1518688.6491372944
 247 10 3 10 12 15 1524962.7530507809
 248 10 3 10 12 15 1531120.8732758877
 249 10 3 10 12 15 1537418.7981410888
 250 10 4 10 12 14 1543423.7838106258
 251 9 4 10 12 15 1549277.9959617238
 252 9 5 10 12 14 1555525.1795519083
 253 9 4 10 12 15 1561988.1148167562
 254 9 4 11 11 15 1568545.8962720386
 255 10 3 10 12 15 1575295.212446666
 256 9 4 10 12 15 1581589.8795264224
 257 9 4 10 12 15 1587955.7990150794
 258 9 5 9 12 15 1594427.091222684
 259 9 4 10 12 15 1600017.2071874407
 260 9 5 9 12 15 1606498.1846054972
 261 9 5 9 12 15 1612247.6176089537
 262 9 5 9 12 15 1618617.8844056963
 263 9 4 10 12 15 1624177.2977593571
 264 9 5 9 12 15 1630372.8767892786
 265 9 4 10 12 15 1635761.022618926
 266 9 5 9 12 15 1641902.5744964136
 267 9 4 10 12 15 1648675.8400500482
 268 9 4 10 12 15 1654846.2519106532
 269 9 4 10 12 15 1661085.2848431065
 270 9 4 10 12 15 1667319.905184436
 271 9 5 9 12 15 1674389.7491737867
 272 9 4 10 12 15 1679756.5356957703
 273 9 4 10 12 15 1686558.7358437432
 274 9 4 10 12 15 1692771.4448723919
 275 9 4 10 12 15 1699763.7583247938
 276 9 4 10 12 15 1706352.1509763398
 277 9 4 10 12 15 1713046.2812962087
 278 9 5 10 11 15 1719247.2250763923
 279 9 4 10 12 15 1725750.7771355235
 280 10 5 8 12 15 1732497.8020337468
 281 10 4 9 12 15 1739014.8994742418
 282 10 3 10 12 15 1746038.4793817387
 283 10 4 9 13 14 1752264.8755426258
 284 9 4 10 12 15 1758873.915371989
 285 9 4 10 12 15 1765205.3722656884
 286 10 3 10 11 16 1771503.0712624206
 287 10 3 10 12 15 1777746.0446774524
 288 10 3 10 12 15 1783991.0869548297
 289 10 4 9 12 15 1790507.9439879942
 290 10 4 9 12 15 1797302.5129762993
 291 10 3 10 12 15 1804142.5460533556
 292 10 3 10 12 15 1810974.4205169447
 293 9 4 10 12 15 1817488.185597727
