 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 11 14 4 9 12 25883.136499999993
 1 14 13 4 8 11 26811.475471615773
 2 13 13 5 8 11 27697.069068211786
 3 13 13 4 8 12 28565.36730741721
 4 12 13 4 8 13 29403.77117505907
 5 12 12 4 8 14 30325.855993190795
 6 12 12 4 8 14 31190.743126195695
 7 12 12 4 9 13 31893.266041517243
 8 11 12 4 9 14 32534.201993371822
 9 10 14 4 9 13 33551.43522709579
 10 11 11 5 9 14 34343.12094681331
 11 12 12 4 9 13 35133.91227558136
 12 11 10 5 9 15 36074.44902301063
 13 13 11 4 9 13 36702.797307677545
 14 12 12 3 9 14 37740.919288352845
 15 12 12 4 9 13 38626.528281643084
 16 12 12 3 9 14 39616.98722728162
 17 12 12 4 9 13 40396.7004567257
 18 12 11 4 9 14 41253.74356915485
 19 10 13 5 9 13 42157.32405669421
 20 12 11 4 9 14 43012.53176045146
 21 12 12 3 9 14 44022.49427488931
 22 11 11 4 9 15 45022.56589022938
 23 10 13 4 9 14 46138.678505929944
 24 10 10 6 9 15 47057.20240626609
 25 11 12 4 9 14 47973.43034106922
 26 10 11 5 9 15 49126.93871326877
 27 11 12 5 9 13 50084.22629525968
 28 10 13 4 9 14 51101.12379751064
 29 10 13 4 9 14 52053.76826442529
 30 11 11 4 9 15 53027.841445161306
 31 11 12 4 9 14 54008.10309330902
 32 11 11 5 9 14 54985.81694684812
 33 11 12 5 9 13 55865.99316355665
 34 11 12 4 9 14 56962.73695555642
 35 10 11 4 10 15 57752.147858098986
 36 10 13 3 10 14 58874.84787233963
 37 12 12 2 10 14 59840.93398242468
 38 11 11 4 9 15 60896.18720830489
 39 11 12 4 9 14 61818.884524398985
 40 11 11 3 10 15 62859.49879957202
 41 11 12 3 10 14 63786.30760207293
 42 11 12 3 10 14 64787.33283293437
 43 10 12 4 10 14 65777.77784134715
 44 10 12 4 10 14 66858.48131166639
 45 11 11 3 10 15 67674.23404140798
 46 10 12 3 11 14 68748.10971871972
 47 9 12 3 11 15 69996.77795410994
 48 8 13 4 11 14 71207.44937254536
 49 10 12 3 10 15 72318.27966764098
 50 10 12 4 10 14 73251.13221522671
 51 10 12 4 9 15 74218.0636309027
 52 9 13 4 10 14 75424.53333283606
 53 10 13 3 10 14 76690.0762690096
 54 12 12 3 10 13 77719.26401069568
 55 11 13 3 10 13 78736.04147254609
 56 10 14 3 10 13 79621.21689316134
 57 9 15 3 10 13 80856.63465805544
 58 9 13 4 10 14 81856.31826302869
 59 8 14 3 10 15 83165.7253426445
 60 9 13 4 10 14 84191.7911126674
 61 9 12 4 10 15 85259.37139954735
 62 9 13 4 10 14 86338.12531148308
 63 9 13 4 10 14 87509.00088297907
 64 9 13 4 10 14 88635.94500566943
 65 10 12 4 10 14 89708.78371867
 66 9 13 4 10 14 90706.17069559103
 67 9 12 4 10 15 91756.29672292167
 68 9 13 4 10 14 92947.12916425099
 69 10 12 4 10 14 94025.5637467037
 70 9 13 4 10 14 94989.57948294582
 71 9 13 4 10 14 95887.98492485378
 72 8 14 4 10 14 96982.13193688227
 73 8 15 3 10 14 97948.06616719029
 74 9 12 4 10 15 99021.90228009305
 75 11 13 3 10 13 99917.28863232359
 76 10 13 4 10 13 100776.86438547114
 77 13 12 2 10 13 101643.68022244306
 78 9 13 4 10 14 102701.85569025157
 79 10 13 3 10 14 103792.99994028898
 80 10 12 3 10 15 104724.57663903567
 81 10 13 3 10 14 105672.80887330355
 82 10 13 3 10 14 106611.9848656372
 83 10 13 3 10 14 107554.15019872092
 84 10 13 3 10 14 108700.53451402047
 85 9 13 3 10 15 109662.94009645017
 86 9 14 3 10 14 110710.47539085522
 87 9 13 4 10 14 111542.27321081776
 88 8 15 3 10 14 112893.26227455186
 89 8 14 4 10 14 114071.34146066531
 90 9 14 3 10 14 115200.00018325528
 91 9 13 3 10 15 116292.7244307384
 92 10 13 3 10 14 117281.04938400302
 93 11 12 3 10 14 118320.91655002187
 94 11 12 3 10 14 119165.149947342
 95 10 14 3 10 13 120206.60945503035
 96 11 13 3 10 13 121130.46687989256
 97 11 14 2 10 13 122075.37068324751
 98 10 13 3 10 14 123283.57829579739
 99 9 12 5 10 14 124084.41471139227
 100 9 11 5 10 15 125029.71067533387
