 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 0 50 0 0 0 27173.97500000001
 1 0 50 0 0 0 28092.244989877287
 2 0 50 0 0 0 28929.619507231382
 3 0 50 0 0 0 29830.753477599268
 4 0 49 1 0 0 30591.738620974254
 5 0 47 3 0 0 31251.151179695662
 6 0 43 7 0 0 31594.64014920789
 7 0 47 3 0 0 32312.692659146753
 8 0 48 2 0 0 33159.499406512004
 9 0 42 8 0 0 33355.68726355758
 10 0 48 2 0 0 34099.80823291945
 11 0 44 6 0 0 34528.61895534932
 12 0 45 5 0 0 34945.34241579361
 13 0 40 10 0 0 34881.39680057227
 14 0 44 6 0 0 35203.4337156199
 15 0 46 4 0 0 35708.711736357924
 16 0 47 3 0 0 36338.67643791143
 17 0 47 3 0 0 36941.52757627165
 18 0 42 8 0 0 37132.294504907026
 19 0 47 3 0 0 37723.25910426058
 20 0 41 9 0 0 37894.08103847622
 21 0 46 4 0 0 38476.90877477382
 22 0 45 5 0 0 38991.036307799404
 23 0 41 9 0 0 39156.72126632539
 24 0 48 2 0 0 39892.403541896834
 25 0 41 9 0 0 39999.13956863469
 26 0 48 2 0 0 40803.73279209519
 27 0 46 4 0 0 41361.9077829668
 28 0 46 4 0 0 41972.2912725597
 29 0 41 9 0 0 42080.07573854232
 30 0 46 4 0 0 42602.66671362239
 31 0 47 3 0 0 43320.15497662017
 32 0 45 5 0 0 43758.54305549591
 33 0 44 6 0 0 44092.94074691159
 34 0 44 6 0 0 44492.17544309898
 35 0 47 3 0 0 45066.97402422353
 36 0 45 5 0 0 45475.30809114997
 37 0 46 4 0 0 46153.891132889774
 38 0 42 8 0 0 46416.96705901433
 39 0 47 3 0 0 47176.08046047233
 40 0 47 3 0 0 47865.915059349005
 41 0 44 6 0 0 48217.831748094344
 42 0 43 7 0 0 48565.19019813946
 43 0 45 5 0 0 49047.49119357215
 44 0 41 9 0 0 49213.87399227957
 45 0 45 5 0 0 49657.22532405777
 46 0 48 2 0 0 50398.964271521596
 47 0 47 3 0 0 51129.53135472473
 48 0 45 5 0 0 51724.9460738842
 49 0 42 8 0 0 52011.41808903223
 50 0 45 5 0 0 52552.57572449281
 51 0 42 8 0 0 52782.42624520435
 52 0 45 5 0 0 53258.8314575368
 53 0 47 3 0 0 53968.313263302094
 54 0 45 5 0 0 54428.978087431875
 55 0 44 6 0 0 54806.64541139506
 56 0 45 5 0 0 55355.57024614346
 57 0 45 5 0 0 55873.78840597351
 58 0 40 10 0 0 55955.67537228344
 59 0 48 2 0 0 56712.396346064896
 60 0 46 4 0 0 57214.88423729751
 61 0 43 7 0 0 57497.61864831834
 62 0 46 4 0 0 58053.116174390576
 63 0 46 4 0 0 58720.864664552966
 64 0 48 2 0 0 59540.12396622074
 65 0 46 4 0 0 60094.91993341589
 66 0 41 9 0 0 60303.42927925005
 67 0 47 3 0 0 61030.718762128614
 68 0 46 4 0 0 61606.78909496969
 69 0 43 7 0 0 61957.15968254329
 70 0 47 3 0 0 62676.933222044456
 71 0 45 5 0 0 63236.58157461882
 72 0 45 5 0 0 63635.48722631204
 73 0 42 8 0 0 63935.10266692522
 74 0 46 4 0 0 64466.28365144975
 75 0 49 1 0 0 65434.879868526565
 76 0 46 4 0 0 66165.44996256882
 77 0 42 8 0 0 66547.54707113886
 78 0 45 5 0 0 67171.69061105658
 79 0 42 8 0 0 67474.10679377105
 80 0 43 7 0 0 67817.67849239105
 81 0 45 5 0 0 68360.41668528871
 82 0 44 6 0 0 68854.3505992666
 83 0 44 6 0 0 69232.67657799454
 84 0 47 3 0 0 69957.39642666513
 85 0 45 5 0 0 70498.8294531519
 86 0 45 5 0 0 70998.58536635787
 87 0 41 9 0 0 71119.93719630149
 88 0 46 4 0 0 71782.44732319111
 89 0 46 4 0 0 72408.54301234546
 90 0 47 3 0 0 73161.53919475242
 91 0 45 5 0 0 73728.81675006117
 92 0 45 5 0 0 74294.51606792815
 93 0 45 5 0 0 74794.61814111994
 94 0 46 4 0 0 75532.233746399
 95 0 44 6 0 0 76038.20685718577
 96 0 47 3 0 0 76819.40890956698
 97 0 44 6 0 0 77292.92833136248
 98 0 45 5 0 0 77868.18866955613
 99 0 46 4 0 0 78517.73167956073
 100 0 43 7 0 0 78848.76439028986
 101 0 45 5 0 0 79382.87858457825
 102 0 42 8 0 0 79720.65933493734
 103 0 45 5 0 0 80266.43379120227
 104 0 48 2 0 0 81081.14334152993
 105 0 40 10 0 0 81073.13547440147
 106 0 44 6 0 0 81588.96159973316
 107 0 46 4 0 0 82294.27276241338
 108 0 41 9 0 0 82458.56068017472
 109 0 47 3 0 0 83225.71031479613
 110 0 47 3 0 0 83893.49091781002
 111 0 43 7 0 0 84222.22758181531
 112 0 46 4 0 0 84761.73067511398
 113 0 47 3 0 0 85415.29920782914
 114 0 41 9 0 0 85595.19525743456
 115 0 41 9 0 0 85753.34299162873
 116 0 45 5 0 0 86257.81399636276
 117 0 46 4 0 0 86801.36104035293
 118 0 41 9 0 0 86890.69726381937
 119 0 46 4 0 0 87436.13588038368
 120 0 45 5 0 0 87977.00769891802
 121 0 44 6 0 0 88419.18045723134
 122 0 45 5 0 0 88963.66580758797
 123 0 42 8 0 0 89263.50604184117
 124 0 44 6 0 0 89691.66547533145
 125 0 42 8 0 0 89819.7750338573
 126 0 46 4 0 0 90467.55663513659
 127 0 45 5 0 0 91076.23725971281
 128 0 44 6 0 0 91582.66657416461
 129 0 44 6 0 0 92083.43602314293
 130 0 46 4 0 0 92666.76404335348
 131 0 42 8 0 0 92923.89290607722
 132 0 48 2 0 0 93713.49835301877
 133 0 44 6 0 0 94172.83709899487
 134 0 43 7 0 0 94519.44387090724
 135 0 45 5 0 0 95061.5059434002
 136 0 47 3 0 0 95830.2227949428
 137 0 46 4 0 0 96403.80868762585
 138 0 42 8 0 0 96630.14921524936
 139 0 44 6 0 0 97050.86572883576
 140 0 49 1 0 0 97954.65814211471
 141 0 49 1 0 0 98765.65154471945
 142 0 48 2 0 0 99476.27884013091
 143 0 44 6 0 0 99949.95467841443
 144 0 48 2 0 0 101038.54417754595
 145 0 49 1 0 0 102176.44628524582
 146 0 47 3 0 0 103120.75506173426
 147 0 46 4 0 0 104012.66438910252
 148 0 46 4 0 0 104834.1482883362
 149 0 47 3 0 0 105784.72304919107
 150 0 48 2 0 0 106898.31248549731
 151 0 49 1 0 0 108093.64959581477
 152 0 47 3 0 0 109013.94913373754
 153 0 46 4 0 0 109906.52419178665
 154 0 47 3 0 0 110835.67062475588
 155 0 46 4 0 0 111737.93993466186
 156 0 47 3 0 0 112688.4746235998
 157 0 49 1 0 0 113806.89542465824
 158 0 49 1 0 0 114944.49385786215
 159 0 46 4 0 0 115830.83657065612
 160 0 44 6 0 0 116628.0658419473
 161 0 46 4 0 0 117464.49793497787
 162 0 44 6 0 0 118118.29809437448
 163 0 47 3 0 0 119051.27134817648
 164 0 46 4 0 0 119861.13390807077
 165 0 48 2 0 0 120920.52759784974
 166 0 48 2 0 0 121969.13933556285
 167 0 45 5 0 0 122682.67905641213
 168 0 45 5 0 0 123423.05790153291
 169 0 45 5 0 0 124116.42380956549
 170 0 49 1 0 0 125270.05415827963
 171 0 47 3 0 0 126299.51221760042
 172 0 46 4 0 0 127072.48249100942
 173 0 45 5 0 0 127764.20768690949
 174 0 47 3 0 0 128698.31955676082
 175 0 45 5 0 0 129488.3093109897
 176 0 45 5 0 0 130247.73573240214
 177 0 47 3 0 0 131193.98873879298
 178 0 45 5 0 0 131869.25745935563
 179 0 47 3 0 0 132827.94056730092
 180 0 49 1 0 0 133990.8499979091
 181 0 49 1 0 0 135127.52363828066
 182 0 46 4 0 0 136063.5811740827
 183 0 46 4 0 0 136965.37571750296
 184 0 48 2 0 0 138033.93256873908
 185 0 45 5 0 0 138758.7679700827
 186 0 48 2 0 0 139804.76368145747
 187 0 45 5 0 0 140504.1121170474
 188 0 45 5 0 0 141293.44392408486
 189 0 49 1 0 0 142390.95684459206
 190 0 47 3 0 0 143434.05092467734
 191 0 48 2 0 0 144586.5532530725
 192 0 46 4 0 0 145472.89915193061
 193 0 47 3 0 0 146522.8007893089
 194 0 50 0 0 0 147803.35575172587
 195 0 46 4 0 0 148682.45893472087
 196 0 44 6 0 0 149422.14325490926
 197 0 46 4 0 0 150300.5564423303
 198 0 47 3 0 0 151212.964697472
 199 0 46 4 0 0 152092.31846143716
 200 0 50 0 0 0 153385.72566241297
 201 0 46 4 0 0 154221.25814648633
 202 0 43 7 0 0 154857.42261617494
 203 0 49 1 0 0 156073.1731508425
 204 0 46 4 0 0 157066.14886817845
 205 0 49 1 0 0 158260.00619479094
 206 0 46 4 0 0 159157.9730443879
 207 0 48 2 0 0 160227.0887328916
 208 0 44 6 0 0 160901.02779473388
 209 0 49 1 0 0 162070.1817200044
 210 0 50 0 0 0 163348.77476438542
 211 0 44 6 0 0 164039.09923410328
