 "ticks" "who" "xcor" "ycor"
 34 4543 -8 -2
 34 4572 -7 -20
 34 4571 -8 -2
 34 4542 -8 -2
 34 4564 -8 -7
 34 4561 -8 -7
 34 4567 -9 -3
 34 4557 -7 -14
 34 4549 2 0
 34 4560 -9 -3
 34 4565 -7 -22
 34 4545 -8 -7
 34 4551 -4 -4
 34 4575 -8 -7
 34 4563 3 -10
 34 4566 -9 -3
 34 4544 2 0
 34 4559 -1 -3
 34 4568 -7 -17
 34 4569 -8 -7
 34 4546 -8 -7
 34 4555 -9 -3
 34 4556 -8 -7
 34 4553 -8 -2
 34 4547 -8 -12
 34 4558 -8 -7
 34 4552 -8 -7
 34 4548 -7 -17
 34 4554 -8 -7
 34 4573 -9 -3
 34 4574 0 -3
 34 4550 -7 -17
 34 4562 -9 -3
 35 4574 0 -3
 35 4551 -4 -4
 35 4568 -7 -17
 35 4541 -8 -7
 35 4549 2 0
 35 4546 -8 -7
 35 4554 -8 -7
 35 4567 -9 -3
 35 4561 -8 -7
 35 4566 -9 -3
 35 4548 -7 -17
 35 4558 -8 -7
 35 4553 -8 -2
 35 4563 3 -10
 35 4560 -9 -3
 35 4572 -7 -20
 35 4550 -7 -17
 35 4555 -9 -3
 35 4559 -1 -3
 35 4544 2 0
 35 4545 -8 -7
 35 4571 -8 -2
 35 4543 -8 -2
 35 4552 -8 -7
 35 4570 -8 -2
 35 4562 -9 -3
 35 4565 -7 -22
 35 4573 -9 -3
 35 4556 -8 -7
 35 4547 -8 -12
 35 4564 -8 -7
 35 4575 -8 -7
 35 4557 -6.244354684418091 -13.345018964366817
 35 4542 -8 -2
 35 4569 -8 -7
 36 4563 3 -10
 36 4573 -9 -3
 36 4544 2 0
 36 4545 -8 -7
 36 4553 -8 -2
 36 4562 -9 -3
 36 4548 -7 -17
 36 4551 -4 -4
 36 4549 2 0
 36 4569 -8 -7
 36 4555 -9 -3
 36 4575 -8 -7
 36 4550 -7 -17
 36 4547 -8 -12
 36 4554 -8 -7
 36 4546 -8 -7
 36 4572 -7 -20
 36 4558 -8 -7
 36 4568 -7 -17
 36 4552 -8 -7
 36 4543 -8 -2
 36 4566 -9 -3
 36 4567 -9 -3
 36 4556 -8 -7
 36 4571 -8 -2
 36 4560 -9 -3
 36 4542 -8 -2
 36 4574 0 -3
 36 4570 -8 -2
 36 4559 -1 -3
 36 4565 -7 -22
 36 4561 -8 -7
 36 4557 -5.549960933779491 -12.625423717666244
 36 4564 -8 -7
 36 4541 -8 -7
 37 4543 -8 -2
 37 4573 -9 -3
 37 4547 -8 -12
 37 4557 -7 -14
 37 4556 -8 -7
 37 4545 -8 -7
 37 4569 -8 -7
 37 4568 -7 -17
 37 4564 -8 -7
 37 4560 -9 -3
 37 4562 -9 -3
 37 4553 -8 -2
 37 4558 -8 -7
 37 4563 3 -10
 37 4552 -8 -7
 37 4555 -9 -3
 37 4551 -4 -4
 37 4554 -8 -7
 37 4544 2 0
 37 4546 -8 -7
 37 4542 -8 -2
 37 4549 2 0
 37 4566 -9 -3
 37 4574 0 -3
 37 4541 -8 -7
 37 4567 -9 -3
 37 4561 -8 -7
 37 4565 -7 -22
 37 4575 -8 -7
 37 4570 -8 -2
 37 4572 -7 -20
 37 4548 -7 -17
 37 4559 -1 -3
 37 4571 -8 -2
 37 4550 -7 -17
 38 4546 -8 -7
 38 4542 -8 -2
 38 4557 -7 -14
 38 4573 -9 -3
 38 4570 -8 -2
 38 4544 2 0
 38 4553 -8 -2
 38 4574 0 -3
 38 4563 3 -10
 38 4561 -8 -7
 38 4558 -8 -7
 38 4560 -9 -3
 38 4572 -7 -20
 38 4545 -8 -7
 38 4552 -8 -7
 38 4562 -9 -3
 38 4550 -7 -17
 38 4548 -7 -17
 38 4564 -8 -7
 38 4547 -8 -12
 38 4556 -8 -7
 38 4554 -8 -7
 38 4567 -9 -3
 38 4555 -9 -3
 38 4566 -9 -3
 38 4571 -8 -2
 38 4568 -7 -17
 38 4549 2 0
 38 4543 -8 -2
 38 4569 -8 -7
 38 4551 -4 -4
 38 4559 -1 -3
 38 4575 -8 -7
 38 4541 -8 -7
 38 4565 -7 -22
 39 4549 2 0
 39 4574 0 -3
 39 4575 -8 -7
 39 4555 -9 -3
 39 4571 -8 -2
 39 4553 -8 -2
 39 4565 -7 -22
 39 4569 -8 -7
 39 4570 -8 -2
 39 4546 -8 -7
 39 4568 -7 -17
 39 4548 -7 -17
 39 4566 -9 -3
 39 4543 -8 -2
 39 4558 -8 -7
 39 4557 -7 -14
 39 4556 -8 -7
 39 4559 -1 -3
 39 4563 3 -10
 39 4562 -9 -3
 39 4542 -8 -2
 39 4572 -7 -20
 39 4547 -8 -12
 39 4561 -8 -7
 39 4573 -9 -3
 39 4564 -8 -7
 39 4545 -8 -7
 39 4560 -9 -3
 39 4550 -7 -17
 39 4552 -8 -7
 39 4567 -9 -3
 39 4544 2 0
 39 4554 -8 -7
 39 4541 -8 -7
 39 4551 -4 -4
 40 4548 -7 -17
 40 4563 3 -10
 40 4571 -8 -2
 40 4566 -9 -3
 40 4552 -8 -7
 40 4567 -9 -3
 40 4546 -8 -7
 40 4547 -8 -12
 40 4575 -8 -7
 40 4574 0 -3
 40 4561 -8 -7
 40 4565 -7 -22
 40 4559 -1 -3
 40 4569 -8 -7
 40 4555 -9 -3
 40 4560 -9 -3
 40 4543 -8 -2
 40 4573 -9 -3
 40 4551 -4 -4
 40 4550 -7 -17
 40 4541 -8 -7
 40 4544 2 0
 40 4568 -7 -17
 40 4557 -7 -14
 40 4570 -8 -2
 40 4556 -8 -7
 40 4562 -9 -3
 40 4572 -7 -20
 40 4542 -8 -2
 40 4549 2 0
 40 4564 -8 -7
 40 4545 -8 -7
 40 4553 -8 -2
 40 4558 -8 -7
 40 4554 -8 -7
 41 4574 0 -3
 41 4556 -8 -7
 41 4554 -8 -7
 41 4553 -8 -2
 41 4545 -8 -7
 41 4572 -7 -20
 41 4559 -1 -3
 41 4560 -9 -3
 41 4563 3 -10
 41 4549 2 0
 41 4550 -7 -17
 41 4573 -9 -3
 41 4569 -8 -7
 41 4552 -8 -7
 41 4551 -4 -4
 41 4568 -7 -17
 41 4561 -8 -7
 41 4557 -7 -14
 41 4571 -8 -2
 41 4555 -9 -3
 41 4558 -8 -7
 41 4564 -8 -7
 41 4544 2 0
 41 4547 -8 -12
 41 4566 -9 -3
 41 4562 -9 -3
 41 4542 -8 -2
 41 4543 -8 -2
 41 4548 -7 -17
 41 4541 -8 -7
 41 4565 -7 -22
 41 4575 -8 -7
 41 4546 -8 -7
 41 4570 -8 -2
 41 4567 -9 -3
 42 4568 -7 -17
 42 4562 -9 -3
 42 4545 -8 -7
 42 4574 0 -3
 42 4563 3 -10
 42 4543 -8 -2
 42 4567 -9 -3
 42 4548 -7 -17
 42 4573 -9 -3
 42 4557 -7 -14
 42 4570 -8 -2
 42 4554 -8 -7
 42 4558 -8 -7
 42 4551 -4 -4
 42 4544 2 0
 42 4546 -8 -7
 42 4553 -8 -2
 42 4575 -8 -7
 42 4569 -8 -7
 42 4571 -8 -2
 42 4552 -8 -7
 42 4555 -9 -3
 42 4549 2 0
 42 4556 -8 -7
 42 4559 -1 -3
 42 4542 -8 -2
 42 4541 -8 -7
 42 4547 -8 -12
 42 4561 -8 -7
 42 4560 -9 -3
 42 4564 -8 -7
 42 4572 -7 -20
 42 4566 -9 -3
 42 4550 -7 -17
 42 4565 -7 -22
 43 4568 -7 -17
 43 4545 -8 -7
 43 4555 -9 -3
 43 4543 -8 -2
 43 4544 2 0
 43 4565 -7 -22
 43 4548 -7 -17
 43 4570 -8 -2
 43 4575 -8 -7
 43 4552 -8 -7
 43 4549 2 0
 43 4546 -8 -7
 43 4558 -8 -7
 43 4571 -8 -2
 43 4569 -8 -7
 43 4559 -1 -3
 43 4567 -9 -3
 43 4562 -9 -3
 43 4551 -4 -4
 43 4560 -9 -3
 43 4541 -8 -7
 43 4550 -7 -17
 43 4563 3 -10
 43 4542 -8 -2
 43 4557 -7 -14
 43 4572 -7 -20
 43 4556 -8 -7
 43 4554 -8 -7
 43 4553 -8 -2
 43 4566 -9 -3
 43 4561 -8 -7
 43 4564 -8 -7
 43 4574 0 -3
 43 4547 -8 -12
 43 4573 -9 -3
 44 4572 -7 -20
 44 4551 -4 -4
 44 4571 -8 -2
 44 4544 2 0
 44 4565 -7 -22
 44 4564 -8 -7
 44 4548 -7 -17
 44 4558 -8 -7
 44 4554 -8 -7
 44 4573 -9 -3
 44 4562 -9 -3
 44 4545 -8 -7
 44 4555 -9 -3
 44 4543 -8 -2
 44 4567 -9 -3
 44 4559 -1 -3
 44 4553 -8 -2
 44 4547 -8 -12
 44 4561 -8 -7
 44 4560 -9 -3
 44 4542 -8 -2
 44 4541 -8 -7
 44 4557 -7 -14
 44 4570 -8 -2
 44 4566 -9 -3
 44 4546 -8 -7
 44 4549 2 0
 44 4556 -8 -7
 44 4569 -8 -7
 44 4563 3 -10
 44 4568 -7 -17
 44 4550 -7 -17
 44 4574 0 -3
 44 4575 -8 -7
 44 4552 -8 -7
 45 4573 -9 -3
 45 4554 -8 -7
 45 4575 -8 -7
 45 4541 -8 -7
 45 4545 -8 -7
 45 4551 -4 -4
 45 4571 -8 -2
 45 4548 -7 -17
 45 4563 3 -10
 45 4574 0 -3
 45 4549 2 0
 45 4568 -7 -17
 45 4550 -7 -17
 45 4572 -7 -20
 45 4556 -8 -7
 45 4553 -8 -2
 45 4566 -9 -3
 45 4557 -7 -14
 45 4565 -7 -22
 45 4544 2 0
 45 4560 -9 -3
 45 4564 -8 -7
 45 4547 -8 -12
 45 4558 -8 -7
 45 4562 -9 -3
 45 4559 -1 -3
 45 4555 -9 -3
 45 4570 -8 -2
 45 4546 -8 -7
 45 4543 -8 -2
 45 4561 -8 -7
 45 4567 -9 -3
 45 4552 -8 -7
 45 4542 -8 -2
 45 4569 -8 -7
 46 4544 2 0
 46 4545 -8 -7
 46 4555 -9 -3
 46 4561 -8 -7
 46 4566 -9 -3
 46 4570 -8 -2
 46 4568 -7 -17
 46 4567 -9 -3
 46 4565 -7 -22
 46 4548 -7 -17
 46 4562 -9 -3
 46 4559 -1 -3
 46 4552 -8 -7
 46 4550 -7 -17
 46 4575 -8 -7
 46 4541 -8 -7
 46 4553 -8 -2
 46 4549 2 0
 46 4547 -8 -12
 46 4556 -8 -7
 46 4572 -7 -20
 46 4560 -9 -3
 46 4546 -8 -7
 46 4573 -9 -3
 46 4564 -8 -7
 46 4557 -7 -14
 46 4543 -8 -2
 46 4571 -8 -2
 46 4563 3 -10
 46 4551 -4 -4
 46 4542 -8 -2
 46 4569 -8 -7
 46 4554 -8 -7
 46 4574 0 -3
 46 4558 -8 -7
 47 4556 -8 -7
 47 4549 2 0
 47 4565 -7 -22
 47 4554 -8 -7
 47 4563 3 -10
 47 4551 -4 -4
 47 4548 -7 -17
 47 4557 -7 -14
 47 4550 -7 -17
 47 4569 -8 -7
 47 4552 -8 -7
 47 4547 -8 -12
 47 4555 -9 -3
 47 4561 -8 -7
 47 4553 -8 -2
 47 4571 -8 -2
 47 4544 2 0
 47 4545 -8 -7
 47 4573 -9 -3
 47 4570 -8 -2
 47 4567 -9 -3
 47 4560 -9 -3
 47 4564 -8 -7
 47 4558 -8 -7
 47 4562 -9 -3
 47 4568 -7 -17
 47 4572 -7 -20
 47 4575 -8 -7
 47 4574 0 -3
 47 4543 -8 -2
 47 4542 -8 -2
 47 4546 -8 -7
 47 4559 -1 -3
 47 4541 -8 -7
 47 4566 -9 -3
 48 4547 -8 -12
 48 4561 -8 -7
 48 4545 -8 -7
 48 4543 -8 -2
 48 4550 -7 -17
 48 4562 -9 -3
 48 4559 -1 -3
 48 4554 -8 -7
 48 4558 -8 -7
 48 4560 -9 -3
 48 4548 -7 -17
 48 4566 -9 -3
 48 4570 -8 -2
 48 4557 -7 -14
 48 4553 -8 -2
 48 4564 -8 -7
 48 4555 -9 -3
 48 4575 -8 -7
 48 4567 -9 -3
 48 4552 -8 -7
 48 4565 -7 -22
 48 4541 -8 -7
 48 4574 0 -3
 48 4572 -7 -20
 48 4571 -8 -2
 48 4546 -8 -7
 48 4551 -4 -4
 48 4549 2 0
 48 4544 2 0
 48 4569 -8 -7
 48 4556 -8 -7
 48 4573 -9 -3
 48 4568 -7 -17
 48 4563 3 -10
 48 4542 -8 -2
 49 4547 -8 -12
 49 4562 -9 -3
 49 4572 -7 -20
 49 4569 -8 -7
 49 4553 -8 -2
 49 4568 -7 -17
 49 4575 -8 -7
 49 4573 -9 -3
 49 4546 -8 -7
 49 4574 0 -3
 49 4543 -8 -2
 49 4571 -8 -2
 49 4542 -8 -2
 49 4552 -8 -7
 49 4566 -9 -3
 49 4560 -9 -3
 49 4565 -7 -22
 49 4558 -8 -7
 49 4563 3 -10
 49 4554 -8 -7
 49 4561 -8 -7
 49 4556 -8 -7
 49 4557 -7 -14
 49 4555 -9 -3
 49 4567 -9 -3
 49 4551 -4 -4
 49 4550 -7 -17
 49 4548 -7 -17
 49 4559 -1 -3
 49 4545 -8 -7
 49 4549 2 0
 49 4541 -8 -7
 49 4544 2 0
 49 4570 -8 -2
 49 4564 -8 -7
 50 4575 -8 -7
 50 4574 0 -3
 50 4559 -1 -3
 50 4561 -8 -7
 50 4568 -7 -17
 50 4556 -8 -7
 50 4545 -8 -7
 50 4547 -8 -12
 50 4564 -8 -7
 50 4551 -4 -4
 50 4544 2 0
 50 4560 -9 -3
 50 4572 -7 -20
 50 4557 -7 -14
 50 4565 -7 -22
 50 4571 -8 -2
 50 4567 -9 -3
 50 4562 -9 -3
 50 4543 -8 -2
 50 4554 -8 -7
 50 4563 3 -10
 50 4558 -8 -7
 50 4570 -8 -2
 50 4552 -8 -7
 50 4542 -8 -2
 50 4573 -9 -3
 50 4555 -9 -3
 50 4553 -8 -2
 50 4548 -7 -17
 50 4541 -8 -7
 50 4549 2 0
 50 4566 -9 -3
 50 4550 -7 -17
 50 4569 -8 -7
 50 4546 -8 -7
 51 4570 -8 -2
 51 4548 -7 -17
 51 4543 -8 -2
 51 4555 -9 -3
 51 4571 -8 -2
 51 4542 -8 -2
 51 4575 -8 -7
 51 4544 2 0
 51 4561 -8 -7
 51 4572 -7 -20
 51 4546 -8 -7
 51 4573 -9 -3
 51 4552 -8 -7
 51 4563 3 -10
 51 4553 -8 -2
 51 4562 -9 -3
 51 4554 -8 -7
 51 4541 -8 -7
 51 4569 -8 -7
 51 4550 -7 -17
 51 4565 -7 -22
 51 4547 -8 -12
 51 4560 -9 -3
 51 4551 -4 -4
 51 4556 -8 -7
 51 4549 2 0
 51 4564 -8 -7
 51 4566 -9 -3
 51 4558 -8 -7
 51 4545 -8 -7
 51 4557 -7 -14
 51 4559 -1 -3
 51 4567 -9 -3
 51 4568 -7 -17
 51 4574 0 -3
 52 4560 -9 -3
 52 4545 -8 -7
 52 4567 -9 -3
 52 4574 0 -3
 52 4546 -8 -7
 52 4564 -8 -7
 52 4555 -9 -3
 52 4571 -8 -2
 52 4549 2 0
 52 4551 -4 -4
 52 4550 -7 -17
 52 4569 -8 -7
 52 4554 -8 -7
 52 4562 -9 -3
 52 4556 -8 -7
 52 4543 -8 -2
 52 4558 -8 -7
 52 4568 -7 -17
 52 4547 -8 -12
 52 4557 -7 -14
 52 4565 -7 -22
 52 4553 -8 -2
 52 4575 -8 -7
 52 4561 -8 -7
 52 4548 -7 -17
 52 4544 2 0
 52 4572 -7 -20
 52 4566 -9 -3
 52 4573 -9 -3
 52 4563 3 -10
 52 4559 -1 -3
 52 4542 -8 -2
 52 4541 -8 -7
 52 4552 -8 -7
 52 4570 -8 -2
 53 4545 -8 -7
 53 4565 -7 -22
 53 4541 -8 -7
 53 4549 2 0
 53 4542 -8 -2
 53 4551 -4 -4
 53 4566 -9 -3
 53 4561 -8 -7
 53 4560 -9 -3
 53 4546 -8 -7
 53 4570 -8 -2
 53 4572 -7 -20
 53 4550 -7 -17
 53 4563 3 -10
 53 4553 -8 -2
 53 4543 -8 -2
 53 4562 -9 -3
 53 4573 -9 -3
 53 4567 -9 -3
 53 4568 -7 -17
 53 4548 -7 -17
 53 4544 2 0
 53 4552 -8 -7
 53 4555 -9 -3
 53 4557 -7 -14
 53 4559 -1 -3
 53 4574 0 -3
 53 4569 -8 -7
 53 4554 -8 -7
 53 4571 -8 -2
 53 4575 -8 -7
 53 4558 -8 -7
 53 4564 -8 -7
 53 4547 -8 -12
 53 4556 -8 -7
 54 4547 -8 -12
 54 4565 -7 -22
 54 4560 -9 -3
 54 4568 -7 -17
 54 4556 -8 -7
 54 4543 -8 -2
 54 4541 -8 -7
 54 4545 -8 -7
 54 4549 2 0
 54 4561 -8 -7
 54 4572 -7 -20
 54 4559 -1 -3
 54 4571 -8 -2
 54 4575 -8 -7
 54 4555 -9 -3
 54 4563 3 -10
 54 4567 -9 -3
 54 4558 -8 -7
 54 4548 -7 -17
 54 4566 -9 -3
 54 4564 -8 -7
 54 4552 -8 -7
 54 4574 0 -3
 54 4546 -8 -7
 54 4554 -8 -7
 54 4542 -8 -2
 54 4553 -8 -2
 54 4569 -8 -7
 54 4550 -7 -17
 54 4557 -7 -14
 54 4570 -8 -2
 54 4551 -4 -4
 54 4573 -9 -3
 54 4562 -9 -3
 54 4544 2 0
 55 4553 -8 -2
 55 4550 -7 -17
 55 4548 -7 -17
 55 4546 -8 -7
 55 4542 -8 -2
 55 4558 -8 -7
 55 4565 -7 -22
 55 4557 -7 -14
 55 4555 -9 -3
 55 4570 -8 -2
 55 4560 -9 -3
 55 4562 -9 -3
 55 4556 -8 -7
 55 4554 -8 -7
 55 4559 -1 -3
 55 4571 -8 -2
 55 4569 -8 -7
 55 4544 2 0
 55 4575 -8 -7
 55 4543 -8 -2
 55 4567 -9 -3
 55 4574 0 -3
 55 4572 -7 -20
 55 4551 -4 -4
 55 4549 2 0
 55 4541 -8 -7
 55 4568 -7 -17
 55 4563 3 -10
 55 4573 -9 -3
 55 4564 -8 -7
 55 4561 -8 -7
 55 4547 -8 -12
 55 4545 -8 -7
 55 4566 -9 -3
 55 4552 -8 -7
 56 4543 -8 -2
 56 4549 2 0
 56 4555 -9 -3
 56 4573 -9 -3
 56 4557 -7 -14
 56 4550 -7 -17
 56 4563 3 -10
 56 4575 -8 -7
 56 4556 -8 -7
 56 4545 -8 -7
 56 4547 -8 -12
 56 4553 -8 -2
 56 4570 -8 -2
 56 4541 -8 -7
 56 4552 -8 -7
 56 4562 -9 -3
 56 4568 -7 -17
 56 4559 -1 -3
 56 4544 2 0
 56 4546 -8 -7
 56 4572 -7 -20
 56 4558 -8 -7
 56 4569 -8 -7
 56 4560 -9 -3
 56 4564 -8 -7
 56 4567 -9 -3
 56 4561 -8 -7
 56 4574 0 -3
 56 4571 -8 -2
 56 4566 -9 -3
 56 4551 -4 -4
 56 4554 -8 -7
 56 4548 -7 -17
 56 4565 -7 -22
 56 4542 -8 -2
 57 4568 -7 -17
 57 4573 -9 -3
 57 4548 -7 -17
 57 4559 -1 -3
 57 4570 -8 -2
 57 4565 -7 -22
 57 4575 -8 -7
 57 4556 -8 -7
 57 4564 -8 -7
 57 4569 -8 -7
 57 4553 -8 -2
 57 4547 -8 -12
 57 4571 -8 -2
 57 4549 2 0
 57 4558 -8 -7
 57 4557 -7 -14
 57 4563 3 -10
 57 4545 -8 -7
 57 4552 -8 -7
 57 4574 0 -3
 57 4554 -8 -7
 57 4542 -8 -2
 57 4546 -8 -7
 57 4544 2 0
 57 4561 -8 -7
 57 4541 -8 -7
 57 4550 -7 -17
 57 4562 -9 -3
 57 4560 -9 -3
 57 4566 -9 -3
 57 4551 -4 -4
 57 4543 -8 -2
 57 4555 -9 -3
 57 4572 -7 -20
 57 4567 -9 -3
 58 4575 -8 -7
 58 4543 -8 -2
 58 4562 -9 -3
 58 4572 -7 -20
 58 4541 -8 -7
 58 4544 2 0
 58 4549 2 0
 58 4567 -9 -3
 58 4555 -9 -3
 58 4561 -8 -7
 58 4558 -8 -7
 58 4559 -1 -3
 58 4568 -7 -17
 58 4556 -8 -7
 58 4563 3 -10
 58 4564 -8 -7
 58 4554 -8 -7
 58 4551 -4 -4
 58 4565 -7 -22
 58 4550 -7 -17
 58 4571 -8 -2
 58 4574 0 -3
 58 4546 -8 -7
 58 4573 -9 -3
 58 4566 -9 -3
 58 4569 -8 -7
 58 4545 -8 -7
 58 4547 -9 -11
 58 4542 -8 -2
 58 4560 -9 -3
 58 4548 -7 -17
 58 4570 -8 -2
 58 4557 -7 -14
 58 4553 -8 -2
 58 4552 -8 -7
 59 4541 -8 -7
 59 4560 -9 -3
 59 4567 -9 -3
 59 4545 -8 -7
 59 4561 -8 -7
 59 4543 -8 -2
 59 4542 -8 -2
 59 4557 -7 -13
 59 4558 -8 -7
 59 4573 -9 -3
 59 4553 -8 -2
 59 4570 -7 -2
 59 4555 -9 -3
 59 4548 -7 -17
 59 4544 2 1
 59 4550 -7 -17
 59 4552 -8 -7
 59 4572 -7 -19
 59 4568 -7 -17
 59 4549 2 0
 59 4554 -8 -7
 59 4566 -9 -3
 59 4559 -1 -3
 59 4551 -3 -4
 59 4546 -8 -7
 59 4574 1 -2
 59 4547 -8 -12
 59 4565 -7 -21
 59 4564 -8 -7
 59 4563 3 -9
 59 4556 -8 -7
 59 4575 -8 -7
 59 4569 -8 -7
 59 4571 -8 -2
 59 4562 -9 -3
 60 4573 -9 -3
 60 4557 -8 -12
 60 4550 -7 -17
 60 4574 2 -2
 60 4553 -8 -2
 60 4549 2 0
 60 4566 -9 -3
 60 4575 -8 -7
 60 4543 -8 -2
 60 4552 -8 -7
 60 4555 -9 -3
 60 4564 -8 -7
 60 4563 3 -8
 60 4545 -8 -7
 60 4562 -9 -3
 60 4568 -7 -17
 60 4560 -9 -3
 60 4548 -7 -17
 60 4541 -8 -7
 60 4565 -7 -20
 60 4551 -2 -4
 60 4561 -8 -7
 60 4544 3 1
 60 4559 -1 -3
 60 4567 -9 -3
 60 4569 -8 -7
 60 4556 -8 -7
 60 4546 -8 -7
 60 4572 -7 -18
 60 4571 -8 -2
 60 4558 -8 -7
 60 4554 -8 -7
 60 4547 -9 -11
 60 4570 -6 -3
 60 4542 -8 -2
 61 4566 -9 -3
 61 4541 -8 -7
 61 4548 -7 -17
 61 4575 -8 -7
 61 4555 -9 -3
 61 4556 -8 -7
 61 4565 -7 -19
 61 4572 -8 -17
 61 4557 -9 -11
 61 4550 -7 -17
 61 4553 -8 -2
 61 4562 -9 -3
 61 4558 -8 -7
 61 4551 -1 -3
 61 4571 -8 -2
 61 4545 -8 -7
 61 4552 -8 -7
 61 4559 -1 -3
 61 4547 -8 -12
 61 4567 -9 -3
 61 4564 -8 -7
 61 4568 -7 -17
 61 4549 2 0
 61 4561 -8 -7
 61 4543 -8 -2
 61 4574 3 -1
 61 4563 3 -7
 61 4570 -5 -4
 61 4546 -8 -7
 61 4542 -8 -2
 61 4569 -8 -7
 61 4554 -8 -7
 61 4544 2 1
 61 4560 -9 -3
 61 4573 -9 -3
 62 4543 -7 -2
 62 4563 3 -6
 62 4570 -4 -4
 62 4561 -9 -7
 62 4551 0 -3
 62 4556 -9 -7
 62 4573 -8 -2
 62 4544 3 1
 62 4557 -9 -10
 62 4548 -7 -18
 62 4568 -7 -17
 62 4572 -8 -16
 62 4569 -9 -7
 62 4545 -9 -7
 62 4552 -9 -7
 62 4571 -7 -2
 62 4553 -7 -2
 62 4546 -9 -7
 62 4554 -9 -7
 62 4562 -8 -2
 62 4574 3 0
 62 4564 -9 -7
 62 4547 -9 -11
 62 4567 -8 -2
 62 4549 2 1
 62 4558 -9 -7
 62 4560 -8 -2
 62 4566 -8 -2
 62 4575 -9 -7
 62 4541 -9 -7
 62 4559 0 -3
 62 4550 -7 -17
 62 4555 -8 -2
 62 4542 -7 -2
 62 4565 -7 -18
 63 4566 -7 -2
 63 4547 -9 -10
 63 4563 4 -5
 63 4557 -9 -9
 63 4562 -7 -2
 63 4571 -6 -3
 63 4546 -9 -6
 63 4570 -3 -4
 63 4549 3 1
 63 4564 -9 -6
 63 4553 -6 -3
 63 4573 -7 -2
 63 4560 -7 -2
 63 4567 -7 -2
 63 4575 -9 -6
 63 4543 -6 -3
 63 4545 -9 -6
 63 4554 -9 -6
 63 4568 -7 -17
 63 4559 1 -2
 63 4550 -7 -17
 63 4569 -9 -6
 63 4565 -8 -17
 63 4555 -7 -2
 63 4574 3 1
 63 4541 -9 -6
 63 4572 -8 -15
 63 4542 -6 -3
 63 4548 -8 -17
 63 4551 1 -2
 63 4558 -9 -6
 63 4561 -9 -6
 63 4552 -9 -6
 63 4556 -9 -6
 63 4544 4 2
 64 4552 -9 -5
 64 4545 -9 -5
 64 4558 -9 -5
 64 4564 -9 -5
 64 4574 2 0
 64 4567 -6 -3
 64 4554 -9 -5
 64 4563 3 -4
 64 4546 -9 -5
 64 4555 -6 -3
 64 4542 -5 -4
 64 4570 -2 -4
 64 4543 -5 -4
 64 4561 -9 -5
 64 4560 -6 -3
 64 4549 4 2
 64 4572 -7 -14
 64 4548 -8 -16
 64 4566 -6 -3
 64 4553 -5 -4
 64 4547 -9 -9
 64 4575 -9 -5
 64 4551 2 -2
 64 4550 -7 -17
 64 4562 -6 -3
 64 4565 -8 -16
 64 4573 -6 -3
 64 4559 2 -2
 64 4556 -9 -5
 64 4571 -5 -4
 64 4568 -7 -17
 64 4544 3 1
 64 4569 -9 -5
 64 4557 -9 -8
 64 4541 -9 -5
 65 4563 3 -3
 65 4554 -9 -4
 65 4553 -4 -4
 65 4557 -9 -7
 65 4546 -9 -4
 65 4559 3 -1
 65 4560 -5 -4
 65 4573 -5 -4
 65 4570 -1 -3
 65 4564 -9 -4
 65 4555 -5 -4
 65 4542 -4 -4
 65 4550 -7 -17
 65 4547 -9 -8
 65 4574 1 -1
 65 4568 -7 -17
 65 4548 -8 -15
 65 4572 -7 -13
 65 4569 -9 -4
 65 4558 -9 -4
 65 4566 -5 -4
 65 4561 -9 -4
 65 4543 -4 -4
 65 4567 -5 -4
 65 4571 -4 -4
 65 4549 3 1
 65 4565 -8 -15
 65 4551 3 -1
 65 4562 -5 -4
 65 4541 -9 -4
 65 4545 -9 -4
 65 4544 2 1
 65 4575 -9 -4
 65 4552 -9 -4
 65 4556 -9 -4
 66 4558 -9 -3
 66 4556 -9 -3
 66 4560 -4 -4
 66 4562 -4 -4
 66 4541 -9 -3
 66 4554 -9 -3
 66 4548 -7 -14
 66 4545 -9 -3
 66 4568 -7 -17
 66 4546 -9 -3
 66 4552 -9 -3
 66 4557 -9 -6
 66 4575 -9 -3
 66 4571 -3 -4
 66 4549 2 1
 66 4574 0 -1
 66 4555 -4 -4
 66 4569 -9 -3
 66 4564 -9 -3
 66 4570 0 -3
 66 4553 -3 -4
 66 4565 -7 -16
 66 4559 3 0
 66 4547 -9 -7
 66 4566 -4 -4
 66 4544 3 1
 66 4550 -7 -17
 66 4561 -9 -3
 66 4572 -8 -14
 66 4573 -4 -4
 66 4551 3 0
 66 4563 2 -4
 66 4543 -3 -4
 66 4542 -3 -4
 66 4567 -4 -4
 67 4573 -3 -4
 67 4558 -8 -2
 67 4563 2 -5
 67 4575 -8 -2
 67 4543 -2 -4
 67 4552 -8 -2
 67 4547 -9 -6
 67 4574 -1 -2
 67 4544 2 1
 67 4560 -3 -4
 67 4542 -2 -4
 67 4553 -2 -4
 67 4559 3 1
 67 4567 -3 -4
 67 4555 -3 -4
 67 4562 -3 -4
 67 4556 -8 -2
 67 4548 -7 -13
 67 4541 -8 -2
 67 4550 -7 -17
 67 4571 -2 -4
 67 4545 -8 -2
 67 4564 -8 -2
 67 4569 -8 -2
 67 4565 -8 -16
 67 4546 -8 -2
 67 4572 -9 -15
 67 4566 -3 -4
