 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 9 10 8 13 10 25715.612500000003
 1 9 11 10 11 9 38360.32351190264
 2 12 11 6 11 10 49615.136666065555
 3 9 11 6 14 10 60075.3032880624
 4 10 10 6 14 10 70967.82231943906
 5 10 10 6 14 10 80885.41888416464
 6 10 10 6 14 10 92602.00393614639
 7 10 11 5 14 10 103387.91534472736
 8 10 10 5 15 10 115103.88343573803
 9 10 10 5 15 10 126370.31474929178
 10 11 10 5 14 10 138920.3037366314
 11 10 11 4 15 10 150939.95055152706
 12 10 11 4 15 10 163166.04394932272
 13 8 10 4 17 11 174171.4714934475
 14 9 10 5 16 10 185184.9054905509
 15 9 10 5 16 10 196353.25948000196
 16 10 9 5 16 10 208154.64160380058
 17 10 9 5 16 10 218888.990310783
 18 9 9 5 17 10 229651.67338027497
 19 9 9 5 17 10 240932.0317851896
 20 9 10 5 16 10 251938.83749788272
 21 9 9 5 17 10 261836.44690472313
 22 9 9 5 17 10 271847.3863678843
 23 9 9 5 17 10 282402.1969679478
 24 9 9 4 18 10 292736.4728682697
 25 10 9 4 17 10 304187.17549418984
 26 9 9 4 18 10 313452.6114688616
 27 8 9 4 19 10 323705.47716344666
 28 8 9 4 19 10 333372.22775234474
 29 8 10 4 18 10 343428.82013995084
 30 9 9 4 18 10 353508.4336779972
 31 9 9 4 18 10 364209.4655667828
 32 8 9 4 19 10 373655.2028312634
 33 8 9 4 19 10 383819.6693510318
 34 9 9 4 18 10 393769.2275322966
 35 8 9 4 19 10 403465.88195489807
 36 8 10 4 18 10 413897.14888128615
 37 9 9 4 18 10 424432.7034601906
 38 8 9 4 19 10 434348.6373399422
 39 8 9 4 19 10 445416.62262268865
 40 7 11 4 18 10 456066.6621989401
 41 8 9 5 18 10 466025.70682666154
 42 8 9 5 18 10 475854.73887596704
 43 7 10 5 18 10 486503.6517697829
 44 6 10 5 18 11 497272.35158805415
 45 8 10 5 16 11 509383.88862770493
 46 8 9 5 17 11 520935.9378043158
 47 8 9 5 17 11 532732.511968392
 48 8 9 4 18 11 544096.8871669569
 49 8 9 4 18 11 555750.4358352188
 50 8 9 4 18 11 567093.1005422509
 51 9 9 4 17 11 578542.0377115973
 52 8 9 4 18 11 589694.6087423838
 53 8 9 4 18 11 601375.1960504048
 54 8 9 4 18 11 612856.4311437258
 55 9 9 4 18 10 623743.6986323004
 56 9 10 4 17 10 635898.0021730168
 57 9 10 4 17 10 645908.5990409006
 58 9 10 5 16 10 657651.3541645076
 59 10 10 5 15 10 669862.4889868016
 60 10 10 5 15 10 680535.4137012559
 61 9 10 5 16 10 691621.7710538713
 62 9 10 5 16 10 703512.3750725015
 63 8 11 5 16 10 715248.9667454638
 64 8 11 5 16 10 726641.1260656558
 65 9 10 5 16 10 738697.446074606
 66 9 10 5 16 10 749877.8701505559
 67 9 10 5 16 10 759872.3618465525
 68 9 10 5 16 10 771677.0583934791
 69 9 10 5 16 10 783970.4292211335
