 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 9 9 6 10 16 25887.938500000004
 1 11 10 8 7 14 24788.288900367028
 2 11 11 8 6 14 23725.20980374798
 3 9 11 7 6 17 22911.262733468076
 4 9 11 7 6 17 22003.9447053144
 5 9 11 6 6 18 21230.074953562776
 6 9 11 6 6 18 20360.013212612303
 7 9 11 6 6 18 19541.55033029268
 8 9 11 6 6 18 18728.251571598023
 9 9 11 6 6 18 17917.81654744656
 10 9 11 6 6 18 17168.639524541264
 11 9 11 6 6 18 16298.307006587915
 12 9 11 6 6 18 15499.903904198314
 13 9 11 6 6 18 14665.932045212947
 14 9 11 6 6 18 13928.526759005517
 15 9 11 6 6 18 13158.266661069894
 16 9 11 6 6 18 12414.39463691967
 17 9 11 6 6 18 11669.26326164108
 18 9 11 6 6 18 10878.840551709027
 19 9 11 6 6 18 10132.598921629262
 20 9 11 6 6 18 9365.536877268816
 21 9 11 6 6 18 8585.729273651055
 22 9 11 6 6 18 7840.578990188387
 23 9 11 6 6 18 6958.275044879486
 24 9 11 6 6 18 6080.306971439182
 25 9 11 6 6 18 5217.274809685942
 26 9 11 6 6 18 4521.061367204586
 27 9 11 6 6 18 3730.150820569514
 28 9 11 6 6 18 2967.5058459695674
 29 9 11 6 6 18 2246.8586556472974
 30 9 11 6 6 18 1518.7891516326065
 31 9 11 6 6 18 699.3276189388558
 32 9 11 6 6 18 -114.63363930281747
 33 9 11 6 6 18 -952.4092099155704
 34 9 11 6 6 18 -1673.7854181538994
 35 9 11 6 6 18 -2504.213382649976
 36 9 11 6 6 18 -3239.3251421631117
 37 9 11 6 6 18 -4046.1411655723095
 38 9 11 6 6 18 -4777.61846939304
 39 9 11 6 6 18 -5536.152007723186
 40 9 11 6 6 18 -6273.230897249039
 41 9 11 6 6 18 -7018.357401065254
 42 9 11 6 6 18 -7735.359942868281
 43 9 11 6 6 18 -8505.809495826268
 44 9 11 6 6 18 -9271.630296988762
 45 9 11 6 6 18 -9997.949817684077
 46 9 11 6 6 18 -10717.514657950218
 47 9 11 6 6 18 -11390.01217383963
 48 9 11 6 6 18 -12091.589465000076
 49 9 11 6 6 18 -12777.876838337406
 50 9 11 6 6 18 -13453.29650236987
 51 9 11 6 6 18 -14160.00734376025
 52 9 11 6 6 18 -14905.76724812371
 53 9 11 6 6 18 -15663.219808785567
 54 9 11 6 6 18 -16367.366051553136
 55 9 11 6 6 18 -17130.587913741634
 56 9 11 6 6 18 -17935.18893815643
 57 9 11 6 6 18 -18722.24838934138
 58 9 11 6 6 18 -19436.72412115145
 59 9 11 6 6 18 -20256.844045546244
 60 9 11 6 6 18 -21076.0988197469
 61 9 11 6 6 18 -21864.740015951822
 62 9 11 6 6 18 -22584.589908985825
 63 9 11 6 6 18 -23417.691823471294
 64 9 11 6 6 18 -24179.119392515444
 65 9 11 6 6 18 -24966.56309916598
 66 9 11 6 6 18 -25623.049012526488
 67 9 11 6 6 18 -26339.47650153744
