 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 0 50 0 0 0 27173.97500000001
 1 0 50 0 0 0 28186.280976069807
 2 0 50 0 0 0 29135.234231828428
 3 0 50 0 0 0 30178.642154055753
 4 0 50 0 0 0 31144.973156303884
 5 0 47 3 0 0 31882.032111901706
 6 0 45 5 0 0 32470.649233345976
 7 0 44 6 0 0 33003.976688262104
 8 0 43 7 0 0 33336.55401287412
 9 0 45 5 0 0 33803.912237808065
 10 0 45 5 0 0 34365.38394862767
 11 0 47 3 0 0 35057.25486450077
 12 0 45 5 0 0 35587.756653504075
 13 0 40 10 0 0 35635.18254356032
 14 0 47 3 0 0 36265.05289487157
 15 0 45 5 0 0 36766.58234894785
 16 0 46 4 0 0 37317.35105848737
 17 0 47 3 0 0 37923.77627676243
 18 0 45 5 0 0 38462.843205583216
 19 0 45 5 0 0 38972.92752342843
 20 0 45 5 0 0 39452.686504891266
 21 0 41 9 0 0 39512.08764621801
 22 0 43 7 0 0 39848.12385577187
 23 0 46 4 0 0 40488.94178168152
 24 0 48 2 0 0 41309.50701727989
 25 0 44 6 0 0 41751.95209321321
 26 0 43 7 0 0 42057.26180329793
 27 0 45 5 0 0 42541.694236223775
 28 0 46 4 0 0 43083.99979308157
 29 0 45 5 0 0 43589.69680232293
 30 0 43 7 0 0 43924.23973538965
 31 0 47 3 0 0 44585.78136265204
 32 0 45 5 0 0 45082.824873087426
 33 0 45 5 0 0 45652.1342362266
 34 0 45 5 0 0 46147.986549978355
 35 0 43 7 0 0 46462.87272519961
 36 0 40 10 0 0 46517.16851685723
 37 0 46 4 0 0 47112.56194839334
 38 0 44 6 0 0 47520.50755970851
 39 0 43 7 0 0 47825.86373583586
 40 0 45 5 0 0 48387.51374168085
 41 0 42 8 0 0 48616.806461182816
 42 0 48 2 0 0 49448.69567535126
 43 0 44 6 0 0 49928.62679646329
 44 0 43 7 0 0 50283.07281994042
 45 0 42 8 0 0 50499.85845868568
 46 0 48 2 0 0 51280.81015416665
 47 0 44 6 0 0 51641.09257783263
 48 0 45 5 0 0 52163.259082512435
 49 0 45 5 0 0 52710.31177363544
 50 0 44 6 0 0 53100.03002762343
 51 0 43 7 0 0 53402.07942989722
 52 0 43 7 0 0 53780.770914000364
 53 0 45 5 0 0 54222.91925089807
 54 0 45 5 0 0 54652.25814838986
 55 0 47 3 0 0 55333.13602464481
 56 0 46 4 0 0 55951.59033113072
 57 0 44 6 0 0 56364.098966574726
 58 0 43 7 0 0 56704.806965771604
 59 0 46 4 0 0 57205.724872222105
 60 0 43 7 0 0 57518.286421517616
