 "ticks" "state 0" "state 1" "state 2" "state 3" "state 4" "bioenergy success"
 0 9 10 12 10 9 25355.872000000003
 1 11 7 15 9 8 23694.268876628736
 2 10 7 14 9 10 22277.01729511603
 3 10 7 10 11 12 21067.945643053426
 4 7 12 10 13 8 20084.37705623937
 5 4 13 9 13 11 19498.279961973436
 6 5 15 9 11 10 18902.35461994296
 7 8 15 8 12 7 18073.501646910383
 8 11 15 8 9 7 17059.750938063884
 9 13 13 10 8 6 15602.24716283105
 10 13 13 10 7 7 14265.864036800334
 11 11 15 9 7 8 13168.319738248962
 12 13 11 11 8 7 11700.630693872245
 13 14 13 10 8 5 10318.882649021743
 14 10 12 11 9 8 9128.501657514467
 15 6 11 10 12 11 8238.775812720254
 16 5 12 11 14 8 7318.237992288062
 17 7 11 11 12 9 6315.649392613924
 18 8 9 10 16 7 5255.415381999632
 19 12 7 11 16 4 3715.311123082554
 20 12 11 6 14 7 2738.0758252416913
 21 9 15 4 13 9 2054.7778549078357
 22 9 17 5 14 5 1326.295053110873
 23 7 15 7 15 6 567.4959426163601
 24 5 12 9 16 8 -168.14620524154915
 25 6 9 10 16 9 -1092.5365598462768
 26 8 9 9 14 10 -2046.9695167692712
 27 7 10 9 11 13 -2914.740131407484
 28 6 11 7 12 14 -3545.3663676896276
 29 4 11 6 16 13 -3976.0567475619423
 30 6 13 9 14 8 -4890.215159983877
 31 6 13 10 13 8 -5740.179052640498
 32 7 13 10 11 9 -6757.53551857274
 33 8 13 9 12 8 -7693.056255157571
 34 6 13 10 12 9 -8500.509110684514
 35 7 12 12 11 8 -9580.846299468903
 36 7 13 10 11 9 -10483.276585586358
 37 6 14 10 13 7 -11334.680979641742
 38 6 12 9 13 10 -12120.681445851338
 39 9 12 9 10 10 -13176.059000885753
 40 12 14 7 10 7 -14228.282649296787
 41 10 12 7 12 9 -15193.763453613818
 42 9 12 8 13 8 -16136.368346118754
 43 7 9 8 15 11 -16960.43119860241
 44 4 9 9 15 13 -17620.269005001315
 45 4 11 10 11 14 -18298.85587604954
 46 7 8 9 12 14 -19137.64946682565
 47 6 9 10 12 13 -20023.81483678493
 48 8 10 8 14 10 -20872.255935280064
 49 6 11 8 13 12 -21625.63800922525
 50 6 10 9 14 11 -22522.258888671087
 51 8 12 6 15 9 -23367.91539952957
 52 5 13 7 18 7 -24025.28540426366
 53 9 11 6 16 8 -24889.46339802377
 54 9 9 8 14 10 -25852.53619281746
 55 9 9 9 11 12 -26844.447674965617
